epoch,Seg_Loss,Overall_Acc,Mean_IOU,Overall_Dice,ROC_AUC,excluded,slice_view,pretrained_model,data_type,uid,loss,blacklist,model,lr,date_time,augmentation_params,shape,model_path,studies,excluded_from_training,remove_black_slices,with_blacklist,blacklist_dir,irsabi_dice_mean,irsabi_dice_std,data_dimension_format,with_arranged_mask,experiment_duration,config_path,func_training_dir
129.0,0.03868619,0.981023871,0.931394187,0.938944248,0.9476762009999999,,coronal,False,anat,dice_lossunet_pct_multi_att_dsvnormalize_medic0FalseTrue,dice_loss,False,unet_pct_multi_att_dsv,0.0001,2020-06-15 22:47:06.801492,"X(shift_val=[0.01, 0.01], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0, scale_size=[64, 64, 96, 1], random_noise_prob=0.5, normalization='normalize_medic')","[64, 64, 96, 1]",/home/hendrik/src/MLEBE/mlebe/training/checkpoints/2020-06-15_anat_dice_loss_normalize_medic_blacklist_True1/129_net_unet_pct_multi_att_dsv.pth,"['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.890432818,0.20057857399999998,"x,y,z",False,,,
115.0,0.038323257,0.9822483340000001,0.93108094,0.9375979440000001,0.9446520559999999,,coronal,False,anat,dice_lossunet_pct_multi_att_dsvnormalize_medic0FalseTrue,dice_loss,False,unet_pct_multi_att_dsv,0.0001,2020-06-16 07:32:47.933587,"X(shift_val=[0.01, 0.01], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0, scale_size=[64, 64, 96, 1], random_noise_prob=0.5, normalization='normalize_medic')","[64, 64, 96, 1]",/home/hendrik/src/MLEBE/mlebe/training/checkpoints/2020-06-16_anat_dice_loss_normalize_medic_blacklist_True1/115_net_unet_pct_multi_att_dsv.pth,"['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.768317024,0.36739342799999997,"x,y,z",False,,,
128.0,0.039851114,0.9807181429999999,0.930102895,0.937691484,0.9454592740000001,,coronal,False,anat,dice_lossunet_pct_multi_att_dsvnormalize_medic0TrueTrue,dice_loss,False,unet_pct_multi_att_dsv,0.0001,2020-06-16 09:52:52.250956,"X(shift_val=[0.01, 0.01], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0, scale_size=[64, 64, 96, 1], random_noise_prob=0.5, normalization='normalize_medic')","[64, 64, 96, 1]",/home/hendrik/src/MLEBE/mlebe/training/checkpoints/2020-06-16_anat_dice_loss_normalize_medic_blacklist_True2/128_net_unet_pct_multi_att_dsv.pth,"['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.883363731,0.218171244,"x,y,z",True,,,
139.0,0.040084841,0.9816381479999999,0.928825986,0.935418456,0.9430515290000001,,coronal,False,anat,dice_lossunet_pct_multi_att_dsvnormalize_medic0.5FalseTrue,dice_loss,False,unet_pct_multi_att_dsv,0.0001,2020-06-16 12:37:32.738853,"X(shift_val=[0.01, 0.01], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0.5, scale_size=[64, 64, 96, 1], random_noise_prob=0.5, normalization='normalize_medic')","[64, 64, 96, 1]",/home/hendrik/src/MLEBE/mlebe/training/checkpoints/2020-06-16_anat_dice_loss_normalize_medic_blacklist_True3/139_net_unet_pct_multi_att_dsv.pth,"['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.7691359609999999,0.36754397299999997,"x,y,z",False,,,
221.0,0.064232707,0.969174427,0.89321763,0.9020902829999999,0.9192807940000001,,coronal,False,anat,"dice_lossunetnormalize_medic0[64, 64, 96, 1]FalseTrue",dice_loss,False,unet,0.0001,2020-06-16 22:35:40.989482,"X(shift_val=[0.01, 0.01], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0, scale_size=[64, 64, 96, 1], random_noise_prob=0.5, normalization='normalize_medic')","[64, 64, 96, 1]","/home/hendrik/src/MLEBE/mlebe/training/checkpoints/criterion-dice_loss_model_type-unet_normalization-normalize_medic_random_elastic_prob-0_scale_size-[64, 64, 96, 1]_with_arranged_mask-False_with_blacklist-True3/221_net_unet.pth","['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.774940339,0.36383145299999997,"x,y,z",False,-252.0,,
224.0,0.043418532,0.981285924,0.930681805,0.937920532,0.950599073,,coronal,False,anat,"dice_lossunetnormalize_medic0[64, 64, 96, 1]TrueTrue",dice_loss,False,unet,0.0001,2020-06-17 02:47:25.912009,"X(shift_val=[0.01, 0.01], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0, scale_size=[64, 64, 96, 1], random_noise_prob=0.5, normalization='normalize_medic')","[64, 64, 96, 1]","/home/hendrik/src/MLEBE/mlebe/training/checkpoints/criterion-dice_loss_model_type-unet_normalization-normalize_medic_random_elastic_prob-0_scale_size-[64, 64, 96, 1]_with_arranged_mask-True_with_blacklist-True1/224_net_unet.pth","['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.770849363,0.36537661899999996,"x,y,z",False,-259.0,,
163.0,0.068105172,0.968803627,0.892479276,0.901443433,0.9204283459999999,,coronal,False,anat,"dice_lossunetnormalize_medic0.5[64, 64, 96, 1]FalseTrue",dice_loss,False,unet,0.0001,2020-06-17 07:06:21.123145,"X(shift_val=[0.01, 0.01], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0, scale_size=[64, 64, 96, 1], random_noise_prob=0.5, normalization='normalize_medic')","[64, 64, 96, 1]","/home/hendrik/src/MLEBE/mlebe/training/checkpoints/criterion-dice_loss_model_type-unet_normalization-normalize_medic_random_elastic_prob-0.5_scale_size-[64, 64, 96, 1]_with_arranged_mask-False_with_blacklist-True1/163_net_unet.pth","['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.773472413,0.364032519,"x,y,z",True,-220.0,,
208.0,0.042912415999999995,0.982076507,0.9336264009999999,0.94073507,0.953625834,,coronal,False,anat,"dice_lossunetnormalize_medic0.5[64, 64, 96, 1]TrueTrue",dice_loss,False,unet,0.0001,2020-06-17 10:45:50.640848,"X(shift_val=[0.01, 0.01], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0.5, scale_size=[64, 64, 96, 1], random_noise_prob=0.5, normalization='normalize_medic')","[64, 64, 96, 1]","/home/hendrik/src/MLEBE/mlebe/training/checkpoints/criterion-dice_loss_model_type-unet_normalization-normalize_medic_random_elastic_prob-0.5_scale_size-[64, 64, 96, 1]_with_arranged_mask-True_with_blacklist-True3/208_net_unet.pth","['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.770956327,0.36798961799999996,"x,y,z",True,-283.0,,
261.0,0.04053942,0.98192519,0.934496915,0.9418382279999999,0.964633455,,coronal,False,anat,"0.5dice_lossunet_nonlocalnormalize_medic0[64, 64, 96, 1]TrueTrue",dice_loss,False,unet_nonlocal,0.0001,2020-06-17 20:51:50.312610,"X(shift_val=[0, 0], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0.5, scale_size=[64, 64, 96, 1], random_noise_prob=0.5, normalization='normalize_medic', bias_field_prob=0.5, bias_magnitude_range=1.0)","[64, 64, 96, 1]","/home/hendrik/src/MLEBE/mlebe/training/checkpoints/bias_field_prob-0.5_criterion-dice_loss_model_type-unet_nonlocal_normalization-normalize_medic_random_elastic_prob-0_scale_size-[64, 64, 96, 1]_with_arranged_mask-True_with_blacklist-True1/261_net_unet_nonlocal.pth","['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.939299208,0.12575284,"x,y,z",True,965.0,,
337.0,0.023495291,0.988499296,0.9577299159999999,0.963174621,0.9786977570000001,,coronal,False,anat,"0.5dice_lossunet_pct_multi_att_dsvnormalize_medic0[64, 64, 96, 1]TrueTrue",dice_loss,False,unet_nonlocal,0.0001,2020-06-18 13:06:21.315933,"X(shift_val=[0, 0], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0, scale_size=[64, 64, 96, 1], random_noise_prob=0.5, normalization='normalize_medic', bias_field_prob=0.5, bias_magnitude_range=1.0)","[64, 64, 96, 1]","/home/hendrik/src/MLEBE/mlebe/training/checkpoints/bias_field_prob-0.5_criterion-dice_loss_model_type-unet_pct_multi_att_dsv_normalization-normalize_medic_random_elastic_prob-0_scale_size-[64, 64, 96, 1]_with_arranged_mask-True_with_blacklist-True2/337_net_unet_pct_multi_att_dsv.pth","['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.955178163,0.121931449,"x,y,z",True,388.0,,
183.0,0.039800164,0.98314617,0.9389734340000001,0.946069862,0.96823199,,coronal,False,anat,"0.5dice_lossunetnormalize_medic0[64, 64, 96, 1]TrueTrue",dice_loss,False,unet_pct_multi_att_dsv,0.0001,2020-06-18 19:34:24.601200,"X(shift_val=[0, 0], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0, scale_size=[64, 64, 96, 1], random_noise_prob=0.5, normalization='normalize_medic', bias_field_prob=0.5, bias_magnitude_range=1.0)","[64, 64, 96, 1]","/home/hendrik/src/MLEBE/mlebe/training/checkpoints/bias_field_prob-0.5_criterion-dice_loss_model_type-unet_normalization-normalize_medic_random_elastic_prob-0_scale_size-[64, 64, 96, 1]_with_arranged_mask-True_with_blacklist-True1/183_net_unet.pth","['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.942986931,0.123009404,"x,y,z",True,221.0,,
242.0,0.04685944400000002,0.982357136,0.9365190309999999,0.943853809,0.96969002,,coronal,False,anat,"0.5cross_entropyunet_nonlocalnormalize_medic0[64, 64, 96, 1]TrueTrue",dice_loss,False,unet,0.0001,2020-06-18 23:15:40.192092,"X(shift_val=[0, 0], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0, scale_size=[64, 64, 96, 1], random_noise_prob=0.5, normalization='normalize_medic', bias_field_prob=0.5, bias_magnitude_range=1.0)","[64, 64, 96, 1]","/home/hendrik/src/MLEBE/mlebe/training/checkpoints/bias_field_prob-0.5_criterion-cross_entropy_model_type-unet_nonlocal_normalization-normalize_medic_random_elastic_prob-0_scale_size-[64, 64, 96, 1]_with_arranged_mask-True_with_blacklist-True1/242_net_unet_nonlocal.pth","['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.941230938,0.126691947,"x,y,z",True,935.0,,
271.0,0.024821625,0.989623913,0.9616081679999999,0.96662807,0.979019146,,coronal,False,anat,"0.5cross_entropyunet_pct_multi_att_dsvnormalize_medic0[64, 64, 96, 1]TrueTrue",cross_entropy,False,unet_nonlocal,0.0001,2020-06-19 14:51:39.452255,"X(shift_val=[0, 0], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0, scale_size=[64, 64, 96, 1], random_noise_prob=0.5, normalization='normalize_medic', bias_field_prob=0.5, bias_magnitude_range=1.0)","[64, 64, 96, 1]","/home/hendrik/src/MLEBE/mlebe/training/checkpoints/bias_field_prob-0.5_criterion-cross_entropy_model_type-unet_pct_multi_att_dsv_normalization-normalize_medic_random_elastic_prob-0_scale_size-[64, 64, 96, 1]_with_arranged_mask-True_with_blacklist-True1/271_net_unet_pct_multi_att_dsv.pth","['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.960982208,0.106725636,"x,y,z",True,341.0,,
265.0,0.044309425,0.983036318,0.937522359,0.9443003209999999,0.9685957159999999,,coronal,False,anat,"0.5cross_entropyunetnormalize_medic0[64, 64, 96, 1]TrueTrue",cross_entropy,False,unet_pct_multi_att_dsv,0.0001,2020-06-19 21:15:38.126527,"X(shift_val=[0, 0], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0, scale_size=[64, 64, 96, 1], random_noise_prob=0.5, normalization='normalize_medic', bias_field_prob=0.5, bias_magnitude_range=1.0)","[64, 64, 96, 1]","/home/hendrik/src/MLEBE/mlebe/training/checkpoints/bias_field_prob-0.5_criterion-cross_entropy_model_type-unet_normalization-normalize_medic_random_elastic_prob-0_scale_size-[64, 64, 96, 1]_with_arranged_mask-True_with_blacklist-True3/265_net_unet.pth","['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.947900608,0.11648095,"x,y,z",True,311.0,,
501.0,0.02200499,0.9892379509999999,0.959744255,0.9648259640000001,0.980610012,,coronal,False,anat,"0.5dice_lossunet_pct_multi_att_dsvnormalize_medic0[128, 128, 96, 1]TrueTrue",dice_loss,False,unet_pct_multi_att_dsv,0.0001,2020-06-20 09:16:55.435496,"X(shift_val=[0, 0], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0, scale_size=[128, 128, 96, 1], random_noise_prob=0.5, normalization='normalize_medic', bias_field_prob=0.5, bias_magnitude_range=1.0)","[128, 128, 96, 1]","/home/hendrik/src/MLEBE/mlebe/training/checkpoints/bias_field_prob-0.5_criterion-dice_loss_model_type-unet_pct_multi_att_dsv_normalization-normalize_medic_random_elastic_prob-0_scale_size-[128, 128, 96, 1]_with_arranged_mask-True_with_blacklist-True1/501_net_unet_pct_multi_att_dsv.pth","['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.964567376,0.084992858,"x,y,z",True,1498.0,"/home/hendrik/src/MLEBE/mlebe/training/checkpoints/bias_field_prob-0.5_criterion-dice_loss_model_type-unet_pct_multi_att_dsv_normalization-normalize_medic_random_elastic_prob-0_scale_size-[128, 128, 96, 1]_with_arranged_mask-True_with_blacklist-True1/trained_mlebe_config_anat.json",
289.0,0.025661931000000002,0.987566842,0.9541924690000001,0.95993415,0.976249307,,coronal,False,func,"0.5dice_lossunet_pct_multi_att_dsvnormalize_medic0[-10, 20][64, 64, 96, 1]TrueFalse",dice_loss,False,unet_pct_multi_att_dsv,0.0001,2020-06-22 10:55:12.290842,"X(shift_val=[0, 0], rotate=20, scale_val=[1, 1], max_deform=[0.1, 0.1, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0, scale_size=[64, 64, 96, 1], random_noise_prob=0.5, normalization='normalize_medic', bias_field_prob=0.5, bias_magnitude_range=1.0, scale_range=[-10, 20])","[64, 64, 96, 1]","/home/hendrik/src/MLEBE/mlebe/training/checkpoints/bias_field_prob-0.5_criterion-dice_loss_model_type-unet_pct_multi_att_dsv_normalization-normalize_medic_random_elastic_prob-0_scale_range-[-10, 20]_scale_size-[64, 64, 96, 1]_with_arranged_mask-True_with_blacklist-False1/289_net_unet_pct_multi_att_dsv.pth","['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,False,~/docsrc/mlebe/data/Blacklist,0.955697722,0.115479715,"x,y,z",True,425.0,"/home/hendrik/src/MLEBE/mlebe/training/checkpoints/bias_field_prob-0.5_criterion-dice_loss_model_type-unet_pct_multi_att_dsv_normalization-normalize_medic_random_elastic_prob-0_scale_range-[-10, 20]_scale_size-[64, 64, 96, 1]_with_arranged_mask-True_with_blacklist-False1/trained_mlebe_config_func.json",
122.0,0.038232308,0.98281595,0.9359497040000001,0.9427496890000001,0.954805518,,coronal,False,anat,"0.5dice_lossunet_pct_multi_att_dsvnormalize_medic0[-10, 20][64, 64, 96, 1]TrueTrue",dice_loss,False,unet_pct_multi_att_dsv,0.0001,2020-06-22 18:00:33.408553,"X(shift_val=[0, 0], rotate=20, scale_val=[1, 1], max_deform=[0, 0, 0], random_flip_prob=0.5, random_affine_prob=0.5, random_elastic_prob=0, scale_size=[64, 64, 96, 1], scale_range=[-10, 20], scale_proba=1, random_noise_prob=0.5, normalization='normalize_medic', bias_field_prob=0.5, bias_magnitude_range=1.0)","[64, 64, 96, 1]","/home/hendrik/src/MLEBE/mlebe/training/checkpoints/bias_field_prob-0.5_criterion-dice_loss_model_type-unet_pct_multi_att_dsv_normalization-normalize_medic_random_elastic_prob-0_scale_range-[-10, 20]_scale_size-[64, 64, 96, 1]_with_arranged_mask-True_with_blacklist-True2/122_net_unet_pct_multi_att_dsv.pth","['drlfom', 'mgtdbs', 'opfvta', 'ztau', 'hendrik_nvcz', 'irsabi_dargcc']",irsabi,False,True,~/docsrc/mlebe/data/Blacklist,0.938301742,0.141749615,"x,y,z",True,158.0,"/home/hendrik/src/MLEBE/mlebe/training/checkpoints/bias_field_prob-0.5_criterion-dice_loss_model_type-unet_pct_multi_att_dsv_normalization-normalize_medic_random_elastic_prob-0_scale_range-[-10, 20]_scale_size-[64, 64, 96, 1]_with_arranged_mask-True_with_blacklist-True2/trained_mlebe_config_anat.json",
